open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote
1772384400000,66135.45,66219.77,65699.98,65979.61,952.1973,1772387999999,62838531.0553748,254671,421.71538,27834795.2032451
1772388000000,65979.61,66657.44,65979.61,66316.83,906.08265,1772391599999,60132822.6510922,170597,526.66111,34951018.5919138
1772391600000,66316.84,66345.95,65772.29,65962.17,541.15631,1772395199999,35736876.9648154,128244,244.35122,16138690.2781539
1772395200000,65962.16,65962.16,65084.02,65300.0,961.21349,1772398799999,62863578.4555896,265153,447.74648,29269497.5586031
1772398800000,65300.01,65756.5,65281.83,65666.2,996.50526,1772402399999,65304755.1816099,151136,484.75362,31771829.1311726
1772402400000,65666.19,66491.43,65056.0,65268.71,1763.29476,1772405999999,115821632.1689529,328553,861.74246,56632245.4832955
1772406000000,65268.71,66080.0,65125.67,65776.47,831.95524,1772409599999,54665594.9003881,312584,406.72074,26719879.0916616
1772409600000,65776.48,66796.44,65761.04,66501.52,990.0826,1772413199999,65630671.0812527,405499,499.72613,33145828.9875898
1772413200000,66501.52,67079.0,66358.45,66532.02,886.93071,1772416799999,59150628.8683982,419193,502.17903,33504019.0663022
1772416800000,66532.02,66609.94,65890.5,66276.77,554.16265,1772420399999,36701143.3502719,265409,248.11387,16430769.8265017
1772420400000,66276.77,67037.22,66101.07,66820.03,509.4124,1772423999999,33978536.7823761,213840,274.10188,18282019.8500224
1772424000000,66820.03,66975.74,66633.13,66862.12,750.65203,1772427599999,50131953.9356588,162748,271.26539,18118331.8249845
1772427600000,66862.11,66995.64,66547.81,66730.78,887.19458,1772431199999,59244202.7320843,232259,348.4166,23268523.6042983
1772431200000,66730.78,66739.45,66062.83,66204.9,677.75967,1772434799999,44937679.3644427,241606,340.51962,22567440.9744947
1772434800000,66204.9,66209.46,65542.6,66007.52,1294.85905,1772438399999,85220358.8875641,281351,645.45005,42493627.6169838
1772438400000,66007.8,66306.0,65654.54,66282.0,1104.41132,1772441999999,72841996.8023945,267013,575.44129,37962290.9892845
1772442000000,66281.99,66720.84,66164.96,66168.62,1786.28426,1772445599999,118645127.3984043,329541,509.91802,33870518.2610728
1772445600000,66168.61,66381.74,66079.24,66316.4,436.29038,1772449199999,28898262.5838375,215364,229.33286,15189976.7699559
1772449200000,66316.39,66462.4,66003.59,66359.68,1034.77975,1772452799999,68475239.1618199,239015,323.90079,21446842.130983
1772452800000,66359.67,66391.38,65874.92,65963.43,763.09374,1772456399999,50401600.653459,218778,201.16637,13298999.8098684
1772456400000,65963.43,66157.28,65350.0,65440.01,1576.81345,1772459999999,103639038.0614132,424092,765.14888,50338098.5982654
1772460000000,65440.01,67220.81,65259.21,67177.06,3015.13713,1772463599999,199785731.3222263,806093,1723.53377,114281382.4924926
1772463600000,67177.05,69617.74,66975.29,69130.2,5476.56874,1772467199999,375756893.6699452,1081007,2975.20288,203967562.4986017
1772467200000,69130.2,70096.0,68933.69,69428.62,3440.03188,1772470799999,239243971.9392249,803375,1836.93962,127808569.9205488
1772470800000,69428.62,69578.0,68793.88,69198.0,1445.4415,1772474399999,100066445.6557753,398888,731.75075,50670972.7600098
1772474400000,69198.0,69268.15,68727.83,68877.67,1055.7431,1772477999999,72890341.3939118,295800,540.30343,37312268.6352209
1772478000000,68877.67,69049.32,68576.18,68966.53,886.89114,1772481599999,61051191.1887253,237949,486.40403,33488726.657798
1772481600000,68966.52,69505.0,68584.9,69106.58,1028.13825,1772485199999,71043152.6785969,326162,506.70467,35002634.0382413
1772485200000,69106.58,69539.77,69000.71,69413.82,441.38382,1772488799999,30595523.0136072,167971,245.80531,17035569.96637
1772488800000,69413.82,69501.62,69136.36,69440.49,1330.59238,1772492399999,92217914.7460172,173563,337.82947,23422388.8338796
1772492400000,69440.48,69479.58,68740.0,68830.06,637.72978,1772495999999,44031236.57451,191010,216.75898,14964180.4343804
1772496000000,68830.06,69166.61,68644.38,69092.88,602.91075,1772499599999,41560858.7763925,189176,364.57996,25143881.2944756
1772499600000,69092.89,69258.08,68755.0,68760.01,452.46998,1772503199999,31208530.0419111,195061,243.44462,16794954.3184468
1772503200000,68760.01,68774.13,68210.71,68512.17,848.26905,1772506799999,58081343.1407923,253808,311.37653,21324751.2433965
1772506800000,68512.17,68550.0,68231.47,68377.94,458.44735,1772510399999,31344011.8534278,156591,178.23653,12185247.9823879
1772510400000,68377.94,68454.63,68050.11,68123.2,436.46143,1772513999999,29788970.8571088,154510,132.74586,9061643.2207957
1772514000000,68123.19,68617.42,67845.84,67947.75,913.85345,1772517599999,62339389.3343166,235064,417.44453,28511696.3578642
1772517600000,67947.75,68250.24,67800.0,68106.73,821.19287,1772521199999,55804431.4692866,196778,422.87924,28741017.5377864
1772521200000,68106.73,68275.2,67951.24,68172.8,1165.60519,1772524799999,79432831.2884551,201989,532.89706,36315112.0371739
1772524800000,68172.79,68311.83,66905.0,67003.3,1883.4522,1772528399999,127271273.3762192,440334,817.6137,55221055.5051164
1772528400000,67003.3,67184.71,66340.14,66647.98,1767.88336,1772531999999,118012670.6695717,512555,868.55802,58008646.291905
1772532000000,66647.98,67030.75,66440.46,66860.3,1159.50732,1772535599999,77269960.4336675,351135,745.91752,49722148.337379
1772535600000,66860.3,67166.5,66779.37,67026.61,1271.91624,1772539199999,85196648.374394,349395,537.03866,35969372.2324295
1772539200000,67026.6,67973.2,67025.93,67399.85,1323.51079,1772542799999,89304575.8798681,423380,662.74841,44710711.0443232
1772542800000,67399.85,67435.0,66635.3,66931.31,709.75818,1772546399999,47553695.1800491,352901,286.5987,19204020.0325498
1772546400000,66931.32,67603.94,66158.0,66568.95,1714.82463,1772549999999,114651598.1468237,638453,919.83494,61528511.3742908
1772550000000,66568.95,67834.93,66471.79,67725.81,1695.1952,1772553599999,113864722.5797228,611336,928.83647,62399680.6917405
1772553600000,67725.82,68999.0,67473.09,68175.9,2581.91143,1772557199999,176151461.9339376,707169,1407.03544,95999626.3001532
1772557200000,68175.89,68400.0,67626.53,68318.66,982.14848,1772560799999,66796344.162339,408159,462.43279,31465479.467424
1772560800000,68318.66,68914.01,67976.47,68628.49,974.13002,1772564399999,66742971.6634684,292195,549.56235,37661369.7291939
1772564400000,68628.5,68888.88,68312.83,68435.0,946.51026,1772567999999,64977883.3604661,288474,478.02738,32825803.1176438
1772568000000,68435.0,68591.24,68092.1,68266.0,592.99873,1772571599999,40519667.506205,247601,260.54144,17804851.7780971
1772571600000,68265.99,68265.99,67832.3,68024.62,519.92364,1772575199999,35360588.2913258,153363,183.20573,12458716.269151
1772575200000,68024.63,68524.54,68024.62,68327.2,573.87256,1772578799999,39200969.4515888,146640,343.75026,23479061.421058
1772578800000,68327.2,68860.0,68245.64,68338.0,575.48869,1772582399999,39413272.1716806,142052,276.31586,18923658.5099122
1772582400000,68338.01,68413.9,67857.61,68093.19,767.61923,1772585999999,52334657.7814632,241607,347.08972,23675065.271227
1772586000000,68093.2,68909.34,67963.28,68405.0,1294.62328,1772589599999,88494146.0113176,299771,732.71897,50097573.17427
1772589600000,68405.0,68447.72,67984.56,68323.33,798.11328,1772593199999,54463496.1598714,246304,301.48167,20572128.5604341
1772593200000,68323.33,68383.63,67400.0,67732.2,954.50771,1772596799999,64851113.8399163,313532,440.95803,29977667.2067486
1772596800000,67732.19,67954.89,67467.6,67786.0,1066.3898,1772600399999,72134832.2005176,213715,610.45321,41294685.4277867
1772600400000,67786.0,68397.84,67682.64,68206.59,666.28769,1772603999999,45326723.2043198,188189,382.73122,26050984.6743275
1772604000000,68206.58,68678.76,68048.63,68508.02,1288.48108,1772607599999,88097662.4778182,219837,643.39191,43980380.4578281
1772607600000,68508.02,69668.0,68349.49,69493.13,2067.68212,1772611199999,142520751.0953801,252721,1298.67419,89517762.1765717
1772611200000,69493.14,71163.0,69098.91,71011.4,4675.3565,1772614799999,327290595.3304371,586293,2610.42231,182914159.004568
1772614800000,71011.4,71893.0,70724.26,71520.76,4196.19004,1772618399999,299255732.0506253,687306,1989.52204,141928098.931698
1772618400000,71520.76,71878.17,71200.0,71348.92,2079.39146,1772621999999,148652635.758154,516894,1199.7012,85764624.8450949
1772622000000,71348.92,71499.75,70928.25,71111.4,1195.15977,1772625599999,85049409.473498,289952,549.9612,39134539.9083836
1772625600000,71111.4,71364.14,70588.0,71339.71,1486.53558,1772629199999,105430863.9355893,360115,800.56426,56804574.3880166
1772629200000,71339.72,71624.99,71214.4,71477.17,1568.2684,1772632799999,112002437.032079,346193,988.27996,70586897.6346114
1772632800000,71477.17,72633.0,71300.1,71621.04,4139.0795,1772636399999,297533314.8571635,760246,2287.4315,164480012.4413244
1772636400000,71621.03,73479.75,71580.62,73396.88,4184.35996,1772639999999,304173676.0423137,781928,2533.5852,184213279.6903924
1772640000000,73396.87,73500.0,72541.69,73294.84,2627.55973,1772643599999,192131578.9850452,557554,1346.87541,98510700.466359
1772643600000,73294.84,73759.99,72932.8,73218.92,2258.8783,1772647199999,165541863.3706577,452235,1204.83787,88311380.3697446
1772647200000,73218.93,73700.0,72912.11,73693.5,1121.5369,1772650799999,82245968.821292,251850,564.64648,41422860.6272948
1772650800000,73693.5,74050.0,73516.0,73611.1,2657.03129,1772654399999,195999870.622542,342821,1111.79542,82036651.3546973
1772654400000,73611.67,73716.0,73001.05,73019.68,904.52712,1772657999999,66376219.6584969,228306,386.23897,28350476.2441129
1772658000000,73019.69,73322.93,72878.0,73309.72,836.52696,1772661599999,61168160.3153545,144802,377.63127,27616200.9048401
1772661600000,73309.73,73523.31,72638.29,72705.86,894.79856,1772665199999,65349896.7386132,168561,361.90744,26422612.9286133
1772665200000,72705.86,72880.88,72313.04,72666.77,1190.17184,1772668799999,86438841.869995,167570,570.45298,41435741.241233
1772668800000,72666.77,73000.0,72553.65,72760.0,1004.77646,1772672399999,73139076.4296564,252475,477.20213,34741115.1495509
1772672400000,72759.99,73306.82,72409.1,72538.72,821.18852,1772675999999,59799730.3107372,302651,380.23971,27702926.0930457
1772676000000,72538.72,72916.5,72336.76,72506.19,628.62779,1772679599999,45648401.5117208,212003,329.13049,23907058.4318861
1772679600000,72506.18,72750.0,72344.51,72497.89,668.37206,1772683199999,48476454.4618855,165156,326.24941,23668780.5562959
1772683200000,72497.89,73081.08,72447.96,72815.7,750.0071,1772686799999,54565200.1377641,181170,349.52489,25433737.0636354
1772686800000,72815.7,72912.82,72260.74,72412.15,1085.89796,1772690399999,78737206.3327887,166406,580.91964,42111020.1359776
1772690400000,72412.15,72655.23,72037.56,72553.62,1063.1049,1772693999999,76894766.1447207,245508,489.4605,35407940.4878507
1772694000000,72553.63,72675.07,71759.95,72055.5,1447.01462,1772697599999,104466436.7071133,222815,534.37525,38579668.7068371
1772697600000,72055.5,72370.21,71757.17,72333.7,1421.17898,1772701199999,102408460.193019,268245,590.65896,42550582.5160762
1772701200000,72333.7,72875.85,72298.83,72591.59,1160.78148,1772704799999,84235303.960548,316708,551.43029,40022387.0222612
1772704800000,72591.59,73558.15,72517.06,73388.92,1589.2678,1772708399999,116226707.1268962,338456,780.162,57066702.1335163
1772708400000,73388.91,73449.96,72766.75,72915.79,2091.15218,1772711999999,152646939.5547675,333260,681.2703,49726485.1771996
1772712000000,72915.8,73063.38,72666.93,72890.73,729.99152,1772715599999,53195508.0628204,260162,344.0574,25076822.0590603
1772715600000,72890.73,72935.3,72189.7,72467.79,1108.98859,1772719199999,80452507.1986822,292588,548.92499,39822896.6534499
1772719200000,72467.79,72835.73,71944.18,72609.29,1446.63499,1772722799999,104709737.436009,544050,718.67679,52041775.4330558
1772722800000,72609.3,72770.0,71168.65,71652.77,2321.94313,1772726399999,166313754.1337451,620422,1038.04967,74371044.7507696
1772726400000,71652.77,71654.65,70786.06,71305.92,1736.25108,1772729999999,123506338.353125,454036,865.20175,61570923.2592458
1772730000000,71305.92,71572.0,70645.47,70704.41,1223.37093,1772733599999,86833049.9407725,387762,567.0445,40249358.3555472
1772733600000,70703.37,71090.32,70656.63,70990.65,720.55573,1772737199999,51096847.5108384,300099,401.39994,28464460.4371853
1772737200000,70990.66,71430.78,70870.0,70918.07,626.47744,1772740799999,44577751.6958417,240026,343.63549,24458166.7419777
1772740800000,70918.08,71394.45,70840.0,71236.51,496.74041,1772744399999,35340949.6390138,270840,238.80277,16986495.6107933
1772744400000,71236.51,71572.3,71023.52,71141.93,546.48691,1772747999999,39002240.0091775,149094,341.12449,24354877.6451979
1772748000000,71141.93,71364.45,71074.45,71208.54,834.62565,1772751599999,59421996.2665663,106955,379.51418,27019561.7534396
1772751600000,71208.54,71292.44,70777.0,70890.72,1067.0763,1772755199999,75819327.2696248,78273,442.45913,31438676.298922
1772755200000,70891.02,71047.95,70784.0,70988.19,673.4608,1772758799999,47777274.212754,135225,363.11,25759646.77436
1772758800000,70988.19,71301.74,70344.03,71257.2,1057.89391,1772762399999,74940690.90176,315462,552.1601,39148526.5557649
1772762400000,71257.2,71419.98,71036.0,71252.43,752.48392,1772765999999,53626996.7768066,232746,396.98991,28289484.1433517
1772766000000,71252.43,71305.42,71000.0,71080.38,548.09403,1772769599999,38985465.4342699,175381,264.35355,18802778.4766972
1772769600000,71080.37,71120.17,70270.21,70613.61,667.82412,1772773199999,47178897.430229,219688,257.06967,18154318.6800615
1772773200000,70613.61,70658.01,70143.19,70436.19,966.11543,1772776799999,67995384.860272,260065,443.92548,31239489.9073871
1772776800000,70436.18,70853.37,70261.23,70597.23,672.31367,1772780399999,47417462.2128617,194973,341.42141,24083644.1750506
1772780400000,70597.23,71192.76,70468.97,71056.44,782.05786,1772783999999,55439475.4087269,217516,378.46061,26827473.2218727
1772784000000,71056.44,71067.58,70735.85,70789.49,569.42569,1772787599999,40385093.1565558,159042,221.76006,15727801.0823312
1772787600000,70789.49,70808.65,70300.0,70565.56,637.9756,1772791199999,44991114.0466373,199817,369.79176,26081729.2064115
1772791200000,70565.56,70800.0,70467.88,70527.93,469.81877,1772794799999,33173755.5615475,123402,179.74848,12694818.419936
1772794800000,70527.93,70643.27,70184.01,70212.95,763.93539,1772798399999,53803318.3671853,123500,288.4222,20321490.4077087
1772798400000,70212.94,70224.84,69660.0,69907.0,1907.43626,1772801999999,133409630.0955497,225434,663.89046,46429447.3478956
1772802000000,69907.0,70341.76,69208.0,69208.0,2069.72961,1772805599999,144575620.5566266,296399,949.31888,66379322.1202558
1772805600000,69213.18,69273.87,68176.47,68409.89,3148.50679,1772809199999,216588025.4734063,538802,1365.66727,93909733.5031407
1772809200000,68409.89,69100.0,68306.0,68504.71,1428.68549,1772812799999,98087187.0506269,354101,713.5483,49001601.8150662
1772812800000,68504.71,68795.44,68222.0,68446.52,955.00949,1772816399999,65401024.3488283,315737,487.45751,33386274.6937646
1772816400000,68446.52,68642.69,67744.78,67955.1,1236.78923,1772819999999,84255168.5098345,317746,454.06868,30925465.6275023
1772820000000,67955.1,68476.47,67955.1,68181.2,514.98068,1772823599999,35167267.1401423,227918,269.37397,18395591.3795494
1772823600000,68181.2,68485.01,68004.15,68131.79,617.63492,1772827199999,42154652.7901468,169687,339.03307,23156675.9507216
1772827200000,68131.79,68285.71,67777.0,68111.03,668.6183,1772830799999,45480604.6255646,223609,367.54613,25010704.7959998
1772830800000,68111.03,68333.33,67919.72,68289.1,604.80896,1772834399999,41187304.4272465,105815,321.53643,21895238.112866
1772834400000,68289.11,68440.92,68221.38,68319.89,304.91261,1772837999999,20834842.7612868,90839,185.47281,12673657.9604984
1772838000000,68319.9,68371.24,68105.71,68114.02,611.37569,1772841599999,41744942.7260227,79995,289.96677,19796843.4240192
1772841600000,68114.02,68394.09,68105.73,68290.45,653.38105,1772845199999,44564400.7733383,83943,323.34191,22049964.4720036
1772845200000,68290.46,68369.11,68180.95,68262.01,316.06145,1772848799999,21570423.165378,72253,167.11561,11405340.2891434
1772848800000,68262.01,68367.73,68060.6,68350.04,316.96409,1772852399999,21617157.8149771,62505,133.7003,9120517.6961367
1772852400000,68350.05,68551.04,68095.5,68095.5,450.32011,1772855999999,30749009.8459694,87323,225.59888,15410124.9927793
1772856000000,68095.5,68147.73,67817.0,68063.43,621.66509,1772859599999,42274870.8242114,106901,247.45602,16831293.8281453
1772859600000,68063.42,68140.49,67908.0,68018.26,493.88772,1772863199999,33592641.7853303,70294,206.08538,14018974.7641435
1772863200000,68018.27,68021.14,67612.21,67690.86,489.36583,1772866799999,33200006.7260614,104999,191.29412,12976688.9703053
1772866800000,67690.86,67865.23,67446.41,67842.67,768.74899,1772870399999,52009471.5608784,141564,336.31511,22759248.274533
1772870400000,67842.67,68045.07,67720.98,67795.4,465.95331,1772873999999,31635496.4510812,85222,257.91716,17511880.1234548
1772874000000,67795.4,68074.97,67738.31,68000.0,332.46219,1772877599999,22592399.2636751,68591,178.17576,12107251.059262
1772877600000,68000.0,68102.73,67870.43,67880.31,319.42039,1772881199999,21716886.8009114,61561,152.93939,10399101.0010187
1772881200000,67880.31,68232.27,67841.67,68010.01,372.24149,1772884799999,25340062.1786888,89555,203.48066,13850976.6607863
1772884800000,68010.0,68085.41,67900.01,67992.54,359.03867,1772888399999,24423180.0025124,68180,208.38165,14176901.714149
1772888400000,67992.54,68081.16,67855.82,67931.06,318.23636,1772891999999,21634489.8811193,70911,187.66364,12759820.6135372
1772892000000,67931.06,68083.79,67609.44,68016.7,473.27443,1772895599999,32120552.1668629,117313,252.64715,17155929.6156072
1772895600000,68016.7,68034.67,67769.89,67877.45,577.84468,1772899199999,39260828.8447617,100557,190.26049,12925907.4686075
1772899200000,67877.45,67889.68,67702.2,67783.63,349.2691,1772902799999,23679411.6732413,61584,119.7188,8116366.8303604
1772902800000,67783.63,67935.01,67768.97,67788.41,217.68104,1772906399999,14772940.2743698,41860,146.9439,9972905.393394
1772906400000,67788.4,67788.41,67480.0,67568.13,1180.24782,1772909999999,79790302.2148488,112179,388.46306,26265129.2550176
1772910000000,67568.13,67572.35,66915.26,67080.34,1312.2302,1772913599999,88227030.3245048,161182,521.42837,35044741.6220849
1772913600000,67080.33,67437.5,67068.01,67402.98,590.47118,1772917199999,39750285.6504176,85902,336.39316,22644472.3224553
1772917200000,67402.98,67483.05,67281.34,67452.98,638.99995,1772920799999,43065200.9617147,71562,290.96984,19608550.0571136
1772920800000,67452.97,67469.87,67101.31,67258.65,706.81324,1772924399999,47551769.7313509,81216,423.19785,28467907.7880614
1772924400000,67258.65,67403.85,67183.39,67262.91,394.96477,1772927999999,26591042.9368438,60319,221.28028,14897523.5445913
1772928000000,67262.91,67481.96,67181.04,67194.77,552.27054,1772931599999,37183673.0335401,73818,290.25662,19540895.5529788
1772931600000,67194.77,67353.57,67090.0,67297.27,565.85563,1772935199999,38036873.4873874,74570,378.9445,25470883.9832828
1772935200000,67297.27,67426.52,66833.58,66925.44,765.90711,1772938799999,51437285.6604402,132299,317.07678,21295636.0095867
1772938800000,66925.45,67083.1,66850.0,67000.26,999.40624,1772942399999,66946575.7330243,111969,503.04748,33691412.8570351
1772942400000,67000.26,67100.01,66547.15,66637.36,1206.88314,1772945999999,80747936.6162141,129009,585.89511,39219130.0714527
1772946000000,66637.35,67250.24,66617.76,67149.93,402.00353,1772949599999,26963472.0570087,105942,273.45538,18339091.0366382
1772949600000,67149.93,67231.86,67035.18,67161.52,246.63235,1772953199999,16557000.7272332,67445,114.34633,7676597.313186
1772953200000,67161.52,67465.11,67154.91,67319.91,1010.57902,1772956799999,68045866.1766192,103709,528.57388,35590974.5026674
1772956800000,67319.9,67577.36,67156.93,67539.33,1008.6246,1772960399999,67911806.4816908,97378,674.14541,45395458.9316259
1772960400000,67539.34,67905.03,67474.0,67681.0,1111.87857,1772963999999,75303923.5417753,143975,596.68791,40410634.6922535
1772964000000,67681.0,68200.0,67680.99,67904.14,646.22527,1772967599999,43919617.6200786,116368,399.44896,27147612.8107123
1772967600000,67904.15,67904.15,67411.76,67515.0,536.67584,1772971199999,36267951.335365,126127,238.98642,16150872.6523478
1772971200000,67515.0,67650.94,66888.0,67324.72,902.41572,1772974799999,60640938.3715044,154717,302.90858,20368385.8033338
1772974800000,67324.71,67431.81,66761.68,67234.86,1987.5897,1772978399999,133233852.2048061,170402,1129.6549,75732552.2526471
1772978400000,67234.86,67426.69,67055.73,67339.76,695.31699,1772981999999,46777039.4381819,109550,340.0336,22876911.2789344
1772982000000,67339.75,67369.36,67080.0,67218.23,879.16155,1772985599999,59102900.8079914,99341,408.33233,27455399.5248788
1772985600000,67218.23,67268.44,66802.47,66872.15,538.7559,1772989199999,36098321.7767463,98700,283.88361,19016988.3838062
1772989200000,66872.15,67179.98,66800.01,67065.0,812.42846,1772992799999,54494433.4921552,88443,439.64027,29483989.4779248
1772992800000,67065.0,67076.0,66745.54,66804.0,487.97779,1772996399999,32622695.4922862,84701,189.74174,12685232.0173015
1772996400000,66803.99,67485.24,66779.82,67337.42,711.10669,1772999999999,47772503.8726269,107904,415.16433,27870802.6670732
1773000000000,67337.41,67609.08,67028.45,67238.8,1144.93227,1773003599999,77029749.7221912,112963,842.20665,56667800.1390331
1773003600000,67238.79,67266.0,66712.69,67020.01,959.03531,1773007199999,64213546.0950958,99665,451.12798,30208462.6319872
1773007200000,67020.01,67020.01,65618.49,66236.8,2742.02435,1773010799999,181173952.0318978,430752,1275.51945,84246546.8721986
1773010800000,66236.8,66569.24,65930.3,65971.2,679.95244,1773014399999,45040244.5395945,188645,289.57104,19190087.706786
1773014400000,65971.2,66773.0,65821.97,66370.01,951.35538,1773017999999,63113288.0332073,313706,495.71664,32893564.7520784
1773018000000,66370.01,66698.05,66131.25,66196.01,2263.78882,1773021599999,150347237.3189297,268340,951.00383,63147599.5557804
1773021600000,66196.01,66707.58,65959.0,66537.32,752.57114,1773025199999,49871301.5534219,211513,369.22638,24484125.4170239
1773025200000,66537.32,67668.64,66512.88,67205.05,1256.29482,1773028799999,84452754.7378515,293518,718.9905,48331824.7655979
1773028800000,67205.06,67610.0,67093.09,67130.14,848.47762,1773032399999,57142240.0814376,140539,372.64808,25116314.1304581
1773032400000,67131.1,68069.29,67113.02,67911.16,1145.71148,1773035999999,77547072.4244785,216712,684.84514,46341158.9033091
1773036000000,67911.15,67939.55,67236.78,67267.18,578.70307,1773039599999,39117363.5721108,141343,260.65907,17629292.13007
1773039600000,67267.18,67575.81,66853.48,67555.13,1253.45589,1773043199999,84322671.6734625,194383,745.11015,50169580.8684883
1773043200000,67555.13,67929.19,67391.89,67814.69,1615.43129,1773046799999,109348618.0226385,192736,684.89039,46356780.0916831
1773046800000,67814.69,68460.09,67566.65,67981.02,1225.43841,1773050399999,83362455.887204,207463,679.48258,46205844.607135
1773050400000,67981.03,68088.92,67556.72,67608.13,687.12244,1773053999999,46607784.4841596,181061,326.35228,22140093.3362161
1773054000000,67608.13,67855.82,67344.45,67764.98,577.58612,1773057599999,39060624.2572437,137039,319.92424,21642538.7467684
1773057600000,67764.99,68348.26,67759.57,68151.93,970.32854,1773061199999,66060871.6906856,164855,491.5151,33460304.6809305
1773061200000,68151.93,69300.0,68133.93,68976.0,2460.13662,1773064799999,169261402.755553,435691,1311.29961,90214668.2843755
1773064800000,68975.8,69480.0,68696.28,69151.5,2377.05802,1773068399999,164354516.5680009,402611,1066.94676,73791086.2155926
1773068400000,69151.5,69254.87,68717.86,68863.66,1995.45638,1773071999999,137662816.8908222,241028,979.65733,67593235.7243941
1773072000000,68863.67,69225.0,68614.47,68960.12,1086.01117,1773075599999,74837204.8886645,233178,484.17741,33366617.5783733
1773075600000,68960.12,69088.49,68270.34,68600.71,889.54053,1773079199999,61099724.3619644,210972,365.35196,25095236.4855823
1773079200000,68600.71,68705.76,68179.12,68356.37,1350.25926,1773082799999,92411757.9144711,153028,495.86778,33944612.4194047
1773082800000,68356.37,69516.65,68356.37,68991.93,1713.56623,1773086399999,118199868.3614658,338338,840.18502,57972468.7806393
1773086400000,68991.93,69145.28,68762.2,68961.71,507.40424,1773089999999,34986726.5361524,117912,219.42368,15130382.3807522
1773090000000,68961.15,69102.53,68660.94,68919.72,782.51759,1773093599999,53956807.3532987,96128,369.66679,25491264.3424037
1773093600000,68919.71,69030.56,68597.0,68635.88,943.05059,1773097199999,64865041.235744,109448,520.01159,35775875.2226492
1773097200000,68635.88,68694.73,68384.69,68432.16,665.45565,1773100799999,45631900.846712,92125,348.50147,23901303.4962003
1773100800000,68432.16,69290.42,68391.41,69157.37,1134.03591,1773104399999,78074046.4087129,166033,715.05337,49232054.1943723
1773104400000,69157.36,69389.06,68786.04,69260.01,1073.3002,1773107999999,74165831.9947707,146468,529.39036,36559807.3204544
1773108000000,69260.0,70578.29,69103.12,70272.01,2010.9648,1773111599999,140668085.5883407,302463,1099.19996,76926300.0744873
1773111600000,70272.0,70370.86,69390.0,69429.85,1096.27179,1773115199999,76705746.4652367,202161,383.81587,26850712.8050578
1773115200000,69429.85,70132.27,69429.85,70072.94,1112.05227,1773118799999,77615817.0259599,147965,512.44854,35752753.5531902
1773118800000,70072.95,70355.06,69885.71,69971.34,874.03346,1773122399999,61315699.9675704,142006,566.3949,39747967.446739
1773122400000,69971.34,70185.24,69750.62,69910.91,1140.99151,1773125999999,79821412.8038765,124604,507.24684,35487767.7746098
1773126000000,69910.91,70546.74,69805.7,70406.01,1780.20471,1773129599999,125086478.9579068,182489,933.29394,65608629.4993554
1773129600000,70406.01,71097.64,70369.0,70709.37,1852.19984,1773133199999,131134120.1548492,239805,1084.16441,76765141.1185667
1773133200000,70709.37,71300.0,70653.24,71078.92,1664.83143,1773136799999,118112151.5065613,170047,962.01684,68212770.7339437
1773136800000,71078.92,71086.86,70660.89,70774.04,1808.06147,1773140399999,128012273.6792558,136390,802.70499,56825002.4021433
1773140400000,70774.04,70865.73,70540.4,70580.94,945.42456,1773143999999,66804940.4073748,122029,523.72708,37009882.287201
1773144000000,70580.95,70628.19,70290.88,70519.86,702.95479,1773147599999,49533551.8679385,144392,294.37665,20746345.6364818
1773147600000,70519.86,70926.46,69723.25,69921.12,1644.54716,1773151199999,115579646.8775816,362755,792.78943,55735974.5505466
1773151200000,69921.12,71527.54,69266.06,71467.81,2553.72955,1773154799999,179512426.0265031,518508,1291.3137,90897330.0936708
1773154800000,71467.81,71777.0,70900.05,71346.16,2098.87598,1773158399999,149613059.4382352,428552,1141.80049,81417667.8317248
1773158400000,71346.17,71700.0,70943.31,71268.59,1291.34054,1773161999999,92113980.2648867,282437,686.48342,48988579.8755119
1773162000000,71268.58,71452.0,70512.64,70868.61,1383.6295,1773165599999,98194404.2013598,263559,531.81834,37765604.785681
1773165600000,70868.62,70914.9,69901.0,70013.87,1837.40169,1773169199999,129063485.3000435,409572,937.34758,65809035.4468017
1773169200000,70013.87,70290.0,69739.0,70043.63,992.60769,1773172799999,69495643.9666933,229600,512.20429,35865704.5049819
1773172800000,70043.63,70350.0,70007.52,70235.6,671.88971,1773176399999,47179926.0378258,104421,331.80815,23300993.1925712
1773176400000,70236.34,70417.3,69541.91,69763.01,830.8687,1773179999999,58065221.1395525,120034,366.13855,25589090.5951125
1773180000000,69763.02,69869.9,69452.42,69721.58,937.20086,1773183599999,65279899.7421198,110217,464.68161,32370447.396786
1773183600000,69721.58,69981.8,69698.46,69948.63,1165.15914,1773187199999,81377771.617365,119557,483.60908,33773403.9804543
1773187200000,69948.64,70173.25,69759.63,70044.87,728.92961,1773190799999,51015675.9337362,154124,338.21923,23674730.7289685
1773190800000,70044.87,70144.0,69880.0,70071.26,947.24879,1773194399999,66359225.6404928,132156,555.9882,38948457.1882948
1773194400000,70071.26,70119.59,69614.0,69810.72,1612.87548,1773197999999,112718433.7356584,133771,971.95761,67947296.6601135
1773198000000,69810.73,69887.11,69488.7,69551.91,1113.41409,1773201599999,77509258.7561781,121595,556.74333,38736107.4624214
